ID	xTB_IP	xTB_EA	xTB_Opticalgap	xTB_oscillator_strength	Smiles	A	B	Sequence	check	Monomer_no_A	Monomer_no_B	Optical_gap	IP	EA	IP_cal	EA_cal	Opticalgap_cal	V_oc_expPCBM
54_39_0011	-5.8842	-3.1768	3.739	0.0144	c1ccc2c(c1)Cc1cc(-c3ccc4c(c3)Cc3cc(-c5ccc(-c6ccc(-c7ccc8c(c7)Cc7cc(-c9ccc%10c(c9)Cc9cc(-c%11ccc(-c%12cccc%13ncncc%12%13)c%12ncncc%11%12)ccc9-%10)ccc7-8)c7ncncc67)c6ncncc56)ccc3-4)ccc1-2	BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1	BrC1=C2C=NC=NC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1']	54	39				-5.8398466933368605	-1.9243203307408625	2.9541553820019435	1.649631747045248
1_39_0011	-5.7871	-3.3982	2.827	3.4042	c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ncncc89)c8ncncc78)o6)o5)c5ncncc45)c4ncncc34)o2)c1	BrC1=CC=C(Br)O1	BrC1=C2C=NC=NC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=C(Br)O1']	2	39				-5.7513391704641785	-2.114481702472429	2.452951010163757	1.5611339810236486
1_39_00001111	-5.6532	-3.3833	2.94	3.2734	c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ncncc89)c8ncncc78)c7ncncc67)c6ncncc56)o4)o3)o2)c1	BrC1=CC=C(Br)O1	BrC1=C2C=NC=NC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=C(Br)O1']	2	39				-5.629288116780842	-2.1016840311138005	2.51505199044634	1.4390963819475209
55_39_00001111	-5.7079	-3.2766	3.758	2.2029	c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccc6c(c5)[nH]c5cc(-c7ccc8c(c7)[nH]c7cc(-c9ccc%10c(c9)[nH]c9cc(-c%11ccc%12c(c%11)[nH]c%11ccccc%11%12)ccc9%10)ccc78)ccc56)c5cncnc45)c4cncnc34)c3cncnc23)c2cncnc2c1	BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1	BrC1=C2C=NC=NC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1']	55	39				-5.6791476585021154	-2.0100389617201326	2.964597139748573	1.4889504272758567
55_39_0011	-5.8099	-3.1528	3.7969999999999997	0.2674	c1cc(-c2ccc(-c3ccc4c(c3)[nH]c3cc(-c5ccc6c(c5)[nH]c5cc(-c7ccc(-c8ccc(-c9ccc%10c(c9)[nH]c9cc(-c%11ccc%12c(c%11)[nH]c%11ccccc%11%12)ccc9%10)c9cncnc89)c8cncnc78)ccc56)ccc34)c3cncnc23)c2cncnc2c1	BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1	BrC1=C2C=NC=NC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1']	55	39				-5.772121575422955	-1.903706631908172	2.9860302214390213	1.5819140949813462
59_39_0011	-5.6377	-3.2545	3.444	1.8699	c1ccc2cc3c(-c4cccc5cc6c(-c7ccc(-c8ccc(-c9cccc%10cc%11c(-c%12cccc%13cc%14c(-c%15ccc(-c%16cccc%17ncncc%16%17)c%16ncncc%15%16)cccc%14cc%12%13)cccc%11cc9%10)c9ncncc89)c8ncncc78)cccc6cc45)cccc3cc2c1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	BrC1=C2C=NC=NC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	59	39				-5.615159727444831	-1.9910571807116968	2.7920333538306004	1.4249695500903123
0_39_0011	-5.2639999999999985	-3.1323	2.8819999999999997	3.1858	c1c[nH]c(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ncncc89)c8ncncc78)[nH]6)[nH]5)c5ncncc45)c4ncncc34)[nH]2)c1	BrC1=CC=C(Br)N1	BrC1=C2C=NC=NC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=C(Br)N1']	1	39				-5.2745288180985765	-1.8860990974885827	2.4831771510092624	1.0843761910555898
0_39_01	-5.3985	-3.1782	2.7039999999999997	3.1258	c1c[nH]c(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ncncc89)[nH]7)c7ncncc67)[nH]5)c5ncncc45)[nH]3)c3ncncc23)c1	BrC1=CC=C(Br)N1	BrC1=C2C=NC=NC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=C(Br)N1']	1	39				-5.397126777175568	-1.9255227965061028	2.385354367909265	1.2069606352358706
60_39_00001111	-5.7686	-3.3262	3.108	1.6281	c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10ncncc9%10)c9ncncc89)c8ncncc78)c7ncncc67)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	BrC1=C2C=NC=NC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=NC=NC2=C(Br)C=C1']	60	39				-5.73447625415991	-2.0526406059743585	2.607379111574427	1.5442729236456934
60_39_01	-5.8011	-3.0627	3.2460000000000004	1.8285	c1ccc2c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9c(-c9cccc%10ncncc9%10)c9ccccc89)c8ncncc78)c7ccccc67)c6ncncc56)c5ccccc45)c4ncncc34)c3ccccc3cc2c1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	BrC1=C2C=NC=NC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=NC=NC2=C(Br)C=C1']	60	39				-5.764100296316059	-1.8263193708737813	2.683219246786784	1.573893700120481
60_39_0011	-5.7749	-3.2244	3.264	1.9157	c1ccc2c(-c3c4ccccc4c(-c4ccc(-c5ccc(-c6c7ccccc7c(-c7c8ccccc8c(-c8ccc(-c9cccc%10ncncc9%10)c9ncncc89)c8ccccc78)c7ccccc67)c6ncncc56)c5ncncc45)c4ccccc34)c3ccccc3cc2c1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	BrC1=C2C=NC=NC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=NC=NC2=C(Br)C=C1']	60	39				-5.740218760793255	-1.9652041667590316	2.6931114383362216	1.550014797239266
2_39_0011	-5.5975	-3.4011	2.799	3.7298	c1csc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ncncc89)c8ncncc78)s6)s5)c5ncncc45)c4ncncc34)s2)c1	BrC1=CC=C(Br)S1	BrC1=C2C=NC=NC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=C(Br)S1']	3	39				-5.578517066070146	-2.1169725244147126	2.43756315664241	1.3883309281122664
51_39_01	-5.0516	-3.1375	2.9819999999999998	4.7369	c1cc(-c2cc3cc4[nH]c(-c5ccc(-c6cc7cc8[nH]c(-c9ccc(-c%10cc%11cc%12[nH]c(-c%13ccc(-c%14cc%15cc%16[nH]ccc%16cc%15[nH]%14)c%14cncnc%13%14)cc%12cc%11[nH]%10)c%10cncnc9%10)cc8cc7[nH]6)c6cncnc56)cc4cc3[nH]2)c2cncnc2c1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	BrC1=C2C=NC=NC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']	51	39				-5.080924308745769	-1.8905653989023328	2.5381337707283618	0.8907930241865099
53_39_0011	-5.4671	-3.4102	3.19	5.7156	c1cc(-c2ccc(-c3cc4cc5sc(-c6cc7cc8sc(-c9ccc(-c%10ccc(-c%11cc%12cc%13sc(-c%14cc%15cc%16sccc%16cc%15s%14)cc%13cc%12s%11)c%11cncnc%10%11)c%10cncnc9%10)cc8cc7s6)cc5cc4s3)c3cncnc23)c2cncnc2c1	BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1	BrC1=C2C=NC=NC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1']	53	39				-5.459656293849781	-2.1247885518887744	2.6524435397440884	1.269483258810348
18_35_0011	-5.7959	-2.4326	4.072	3.2868	c1ccc2cc(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc(-c%12cccc%13ccccc%12%13)c%12ccccc%11%12)ccc%10c9)ccc8c7)c7ccccc67)c6ccccc56)ccc4c3)ccc2c1	BrC1=CC2=CC=C(Br)C=C2C=C1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']	18	35				-5.7593604495710755	-1.285123886103862	3.137160925666545	1.5691543758845152
11_35_00001111	-4.7251	-3.3189	2.276	4.0887	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6sc(-c7sc(-c8sc(-c9scc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=C2C=CC=CC2=C(Br)S1']	11	35	2.022480504988752	-5.009512102669069	-2.0665178938450954	-4.7833166237001405	-2.0463706059127493	2.1501400355115203	0.5932181466782513
11_35_01	-5.1498	-3.0109	2.719	3.5669	c1ccc2c(-c3sc(-c4ccc(-c5sc(-c6ccc(-c7sc(-c8ccc(-c9scc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=C2C=CC=CC2=C(Br)S1']	11	35				-5.170434491506814	-1.781828137559892	2.3935978608671302	0.9802933395657185
11_35_0011	-5.0127	-3.0894	2.562	2.9798	c1ccc2c(-c3ccc(-c4sc(-c5sc(-c6ccc(-c7ccc(-c8sc(-c9scc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=C2C=CC=CC2=C(Br)S1']	11	35				-5.045466609057332	-1.8492521108251492	2.3073159679081443	0.8553392332674563
48_35_01	-4.5023	-2.214	3.0810000000000004	4.9261	c1ccc2c(-c3cc4[nH]c5cc(-c6ccc(-c7cc8[nH]c9cc(-c%10ccc(-c%11cc%12[nH]c%13cc(-c%14ccc(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)c%15ccccc%14%15)[nH]c%13c%12[nH]%11)c%11ccccc%10%11)[nH]c9c8[nH]7)c7ccccc67)[nH]c5c4[nH]3)cccc2c1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']	48	35				-4.5802324208573655	-1.0973674459027758	2.5925408242502703	0.39015633133723965
48_35_00001111	-4.0842	-2.1954	3.0860000000000003	4.7187	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6cc7[nH]c8cc(-c9cc%10[nH]c%11cc(-c%12cc%13[nH]c%14cc(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)[nH]c%14c%13[nH]%12)[nH]c%11c%10[nH]9)[nH]c8c7[nH]6)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']	48	35				-4.199130512380863	-1.081391829307441	2.5952886552362253	0.0090964345954207
14_35_01	-5.7665	-2.3212	4.096	2.786	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10sccc9%10)c9ccccc89)c8sccc78)c7ccccc67)c6sccc56)c5ccccc45)c4sccc34)cccc2c1	BrC1=CC=C(Br)C2=C1SC=C2	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)C2=C1SC=C2']	14	35				-5.732562085282128	-1.1894419673554588	3.150350514399129	1.5423589657811687
14_35_0011	-5.7677	-2.2904	4.138999999999999	2.5148	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10sccc9%10)c9sccc89)c8ccccc78)c7ccccc67)c6sccc56)c5sccc45)c4ccccc34)cccc2c1	BrC1=CC=C(Br)C2=C1SC=C2	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)C2=C1SC=C2']	14	35				-5.733655896069432	-1.1629877205201729	3.173981860878341	1.5434526559894686
12_35_0011	-5.4587	-2.2328	3.9139999999999997	2.9807	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10[nH]ccc9%10)c9[nH]ccc89)c8ccccc78)c7ccccc67)c6[nH]ccc56)c5[nH]ccc45)c4ccccc34)cccc2c1	BrC1=CC=C(Br)C2=C1NC=C2	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)C2=C1NC=C2']	12	35				-5.451999618338652	-1.1135148433217168	3.050329466510368	1.2618274273522483
50_35_01	-5.2393	-2.9038	3.153	6.6732	c1ccc2c(-c3cc4sc5cc(-c6ccc(-c7cc8sc9cc(-c%10ccc(-c%11cc%12sc%13cc(-c%14ccc(-c%15cc%16sc%17ccsc%17c%16s%15)c%15ccccc%14%15)sc%13c%12s%11)c%11ccccc%10%11)sc9c8s7)c7ccccc67)sc5c4s3)cccc2c1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1']	50	35				-5.252014546059904	-1.6898395065190122	2.632109590448022	1.0618644009347518
52_35_0011	-5.5291	-2.8021	3.2910000000000004	6.7145	c1ccc2c(-c3ccc(-c4cc5cc6oc(-c7cc8cc9oc(-c%10ccc(-c%11ccc(-c%12cc%13cc%14oc(-c%15cc%16cc%17occc%17cc%16o%15)cc%14cc%13o%12)c%12ccccc%11%12)c%11ccccc%10%11)cc9cc8o7)cc6cc5o4)c4ccccc34)cccc2c1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	52	35				-5.516169851193818	-1.6024889577154875	2.707949725660379	1.3259905862391725
54_35_0011	-5.7347	-2.3577	4.124	5.5762	c1ccc2c(c1)Cc1cc(-c3ccc4c(c3)Cc3cc(-c5ccc(-c6ccc(-c7ccc8c(c7)Cc7cc(-c9ccc%10c(c9)Cc9cc(-c%11ccc(-c%12cccc%13ccccc%12%13)c%12ccccc%11%12)ccc9-%10)ccc7-8)c7ccccc67)c6ccccc56)ccc3-4)ccc1-2	BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1']	54	35				-5.703576099418571	-1.2207919676635082	3.1657383679204765	1.5133761752612211
1_35_00001111	-5.5119	-2.3565	3.0439999999999996	2.3851	c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)o4)o3)o2)c1	BrC1=CC=C(Br)O1	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)O1']	2	35				-5.500491896575795	-1.219761282721874	2.5722068749542037	1.310314359920209
1_35_01	-5.3935	-2.7637	2.908	3.2829	c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ccccc89)o7)c7ccccc67)o5)c5ccccc45)o3)c3ccccc23)c1	BrC1=CC=C(Br)O1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)O1']	2	35				-5.392569232228468	-1.5695070395831832	2.497465872136228	1.2024035927012873
55_35_0011	-5.6749	-2.2387	4.0489999999999995	0.0651	c1ccc2c(-c3ccc(-c4ccc5c(c4)[nH]c4cc(-c6ccc7c(c6)[nH]c6cc(-c8ccc(-c9ccc(-c%10ccc%11c(c%10)[nH]c%10cc(-c%12ccc%13c(c%12)[nH]c%12ccccc%12%13)ccc%10%11)c%10ccccc9%10)c9ccccc89)ccc67)ccc45)c4ccccc34)cccc2c1	BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1']	55	35				-5.649067861851255	-1.1185823776180863	3.1245209031311525	1.458873946547609
59_35_01	-5.613	-2.7575	3.429	1.7363	c1ccc2cc3c(-c4ccc(-c5cccc6cc7c(-c8ccc(-c9cccc%10cc%11c(-c%12ccc(-c%13cccc%14cc%15c(-c%16cccc%17ccccc%16%17)cccc%15cc%13%14)c%13ccccc%12%13)cccc%11cc9%10)c9ccccc89)cccc7cc56)c5ccccc45)cccc3cc2c1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	59	35				-5.592645455406156	-1.5641818340514049	2.7837898608727354	1.4024577599694725
59_35_0011	-5.5687	-2.7767	3.3280000000000003	1.7166	c1ccc2cc3c(-c4cccc5cc6c(-c7ccc(-c8ccc(-c9cccc%10cc%11c(-c%12cccc%13cc%14c(-c%15ccc(-c%16cccc%17ccccc%16%17)c%16ccccc%15%16)cccc%14cc%12%13)cccc%11cc9%10)c9ccccc89)c8ccccc78)cccc6cc45)cccc3cc2c1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	59	35				-5.552265607174852	-1.5806727931175573	2.7282836749564456	1.3620823631130703
59_35_00001111	-5.5904	-2.7724	3.347	1.6138	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13ccc(-c%14ccc(-c%15ccc(-c%16cccc%17ccccc%16%17)c%16ccccc%15%16)c%15ccccc%14%15)c%14ccccc%13%14)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	59	35				-5.572045352245264	-1.5769795054100335	2.7387254327030743	1.3818599277131585
10_35_01	-5.3134	-2.8097	3.193	5.3816	c1ccc2c(-c3cc4sc(-c5ccc(-c6cc7sc(-c8ccc(-c9cc%10sc(-c%11ccc(-c%12cc%13sccc%13s%12)c%12ccccc%11%12)cc%10s9)c9ccccc89)cc7s6)c6ccccc56)cc4s3)cccc2c1	BrC1=CC2=C(S1)C=C(Br)S2	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(S1)C=C(Br)S2']	10	35				-5.3195573621759245	-1.609016629012506	2.6540922383356613	1.129399771297268
0_35_01	-5.1262	-2.3186	3.1689999999999996	2.8035	c1c[nH]c(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ccccc89)[nH]7)c7ccccc67)[nH]5)c5ccccc45)[nH]3)c3ccccc23)c1	BrC1=CC=C(Br)N1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)N1']	1	35				-5.148922879356501	-1.187208816648584	2.6409026496030776	0.9587840988024869
57_35_01	-5.8289	-2.4461	4.129	5.6785	c1ccc2c(-c3ccc4c(c3)sc3cc(-c5ccc(-c6ccc7c(c6)sc6cc(-c8ccc(-c9ccc%10c(c9)sc9cc(-c%11ccc(-c%12ccc%13c(c%12)sc%12ccccc%12%13)c%12ccccc%11%12)ccc9%10)c9ccccc89)ccc67)c6ccccc56)ccc34)cccc2c1	BrC1=CC2=C(C=C1)C1=C(S2)C=C(Br)C=C1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(C=C1)C1=C(S2)C=C(Br)C=C1']	57	35				-5.789440246221933	-1.2967190916972502	3.1684861989064315	1.5992308566127604
57_35_0011	-5.8383	-2.452	4.166	5.6258	c1ccc2c(-c3ccc(-c4ccc5c(c4)sc4cc(-c6ccc7c(c6)sc6cc(-c8ccc(-c9ccc(-c%10ccc%11c(c%10)sc%10cc(-c%12ccc%13c(c%12)sc%12ccccc%12%13)ccc%10%11)c%10ccccc9%10)c9ccccc89)ccc67)ccc45)c4ccccc34)cccc2c1	BrC1=CC2=C(C=C1)C1=C(S2)C=C(Br)C=C1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(C=C1)C1=C(S2)C=C(Br)C=C1']	57	35				-5.798008430722482	-1.3017866259936202	3.188820148202498	1.6077980965777765
60_35_00001111	-5.7192	-2.7407	3.1319999999999997	1.4859	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6c7ccccc7c(-c7c8ccccc8c(-c8c9ccccc9c(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)C=C1']	60	35				-5.689447710082562	-1.5497522448685217	2.6205687003070106	1.4992493434040148
60_35_0011	-5.6935	-2.7581	3.176	1.5849	c1ccc2c(-c3ccc(-c4c5ccccc5c(-c5c6ccccc6c(-c6ccc(-c7ccc(-c8c9ccccc9c(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)C=C1']	60	35				-5.666021929054468	-1.5646971765222224	2.6447496129834143	1.4758261447762586
49_35_0011	-5.4521	-2.7538	2.938	4.8279	c1ccc2c(-c3ccc(-c4cc5oc6cc(-c7cc8oc9cc(-c%10ccc(-c%11ccc(-c%12cc%13oc%14cc(-c%15cc%16oc%17ccoc%17c%16o%15)oc%14c%13o%12)c%12ccccc%11%12)c%11ccccc%10%11)oc9c8o7)oc6c5o4)c4ccccc34)cccc2c1	BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1']	49	35				-5.445983659008478	-1.5610038888146986	2.513952858051958	1.2558121312065968
15_35_00001111	-5.3629	-2.6693	3.216	1.8023	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10cscc9%10)c9cscc89)c8cscc78)c7cscc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=CC=C(Br)C2=CSC=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)C2=CSC=C12']	15	35				-5.364677057152215	-1.4884264908412683	2.666732260871054	1.174514492389639
2_35_01	-5.4527	-2.6921	3.2460000000000004	2.958	c1csc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ccccc89)s7)c7ccccc67)s5)c5ccccc45)s3)c3ccccc23)c1	BrC1=CC=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)S1']	3	35				-5.4465305644021305	-1.5080095047323243	2.683219246786784	1.2563589763107463
